通し番号,見出し,表記,品詞,語種,語彙配当,国語研,初級500語,七種対照,工藤,木幡,玉村
94310,ふた,×蓋,名,W,1,◎,,○,○,○,○
94320,ふだ,札,名,W,1,○,,○,○,○,○
94330,ぶた,豚,名,W,1,◎,○,○,○,○,○
94340,ぶたい,舞台,名,K,1,○,,○,○,○,
94350,ふたご,二子・双子,名,W,1,,,,○,○,
94360,ぶたごや,豚小屋,名,W,1,,,,,○,
94370,ふたしか,不確か,形動,H,2,,,○,,,
94380,ふたたび,再び・二度,副,W,2,○,,○,,,○
94390,ふたつ,二つ,名,W,1,◎,○,○,○,○,○
94400,ぶたにく,豚肉,名,H,2,○,,○,,,
94410,ふたり,《二人》,名,W,1,◎,○,○,○,○,○
94420,ふたりとも,《二人》とも,連語,W,,,,,,○,
94430,ふたん,負担,名・ス他,K,3,○,,,,,
94440,ふだん,不断・普段,名,K,1,◎,,○,○,○,○
94450,ふだんぎ,普段着,名,H,1,○,,,,,
94460,ふち,縁,名,W,1,○,,○,○,○,○
94470,ぶち,×斑,名,W,2,,,,○,○,
94480,ふちゅうい,不注意,名・形動,K,2,,,○,○,○,
94490,ぶつ,,五他,W,1,,,,○,○,
94500,ぶつ,物,名,K,2,○,,○,,,
94510,ふつう,普通,形動,K,1,◎,,○,○,○,○
94520,ふつう,不通,名,K,2,○,,○,,,○
94530,ふつか,《二日》,名,W,1,◎,○,○,○,○,○
94540,ぶっか,物価,名,K,2,○,,○,,,○
94550,ふっかつ,復活,名・ス自他,K,3,○,,○,,,
94560,ぶつかる,,五自,W,1,○,,○,○,○,○
94570,ぶっきょう,仏教,名,K,2,○,,○,○,,○
94580,ぶつくさ,,副,W,,,,,○,○,
94590,ふっくら,,副・ス自,W,1,,,,○,○,
94600,ぶつける,,下一他,W,1,○,,○,○,○,○
94610,ぶっし,物資,名,K,3,○,,,,,
94620,ぶっしつ,物質,名,K,3,○,,○,○,,○
94630,ぷっすん,,副,W,,,,,,○,
94640,ふっせき,沸石,名,K,,,,○,,,
94650,ふっそ,×弗素,名,K,,,,○,,,
94660,ぶったい,物体,名,K,2,○,,○,,,
94670,ぶつだん,仏壇,名,K,1,,,,○,○,
94680,ふってん,沸点,名,K,3,,,○,,,
94690,ふっと,,副,W,2,,,,,○,
94700,ふっとう,沸騰,名・ス自,K,3,○,,○,○,○,
94710,フットボール,football,名,G,2,,,○,,,
94720,ぶつぶつ,,副・名,W,1,,,○,○,○,
94730,ぶっぶっぶっ,,副,W,,,,,,○,
94740,ぶつり,物理,名,K,3,◎,,○,○,,○
94750,ぷつん,,副,W,,,,,○,○,
94760,ふで,筆,名,W,1,○,,○,○,○,○
94770,ふてくされる,不△貞腐れる,下一自,W,,,,,○,○,
94780,ふでばこ,筆箱,名,W,1,,,,○,○,
94790,ふと,,副,W,1,○,,○,,○,○
94800,ふとい,太い,形,W,1,◎,○,○,○,○,○
94810,ぶとう,舞踏,名・ス自,K,3,○,,,,,
94820,ぶどう,×葡×萄,名,K,1,○,,○,○,○,○
94830,ふところ,懐,名,W,1,,,○,,○,
94840,ふとる,太る・△肥る,五自,W,1,◎,,○,○,○,○
94850,ふとん,布団・×蒲団,名,K,1,◎,,○,○,○,○
94860,ふな,×鮒,名,W,1,,,,,○,
94870,ふなのり,船乗り,名,W,1,,,,,○,
94880,ふなびん,船便,名,H,2,○,,,,,
94890,ぶなん,無難,名・形動,K,3,○,,,,,
94900,ふにゃふにゃ,,形動・副,W,,,,,○,○,
94910,ふね,舟・船,名,W,1,◎,○,○,○,○,○
94920,ふねっしん,不熱心,名・形動,K,,,,○,,,
94930,ブビおうさま,,名,H,,,,,,○,
94940,ふひつよう,不必要,名・形動,K,2,,,○,,,
94950,ぶひん,部品,名,K,3,○,,○,○,○,○
94960,ふふ,,感,W,,,,○,,,
94970,ふぶき,《吹雪》,名,W,1,○,,,○,○,
94980,ふふふ,,感,W,,,,,,○,
94990,ふふん,,感,W,1,,,,,○,
95000,ぶぶん,部分,名,K,1,◎,,○,○,○,○
95010,ふへい,不平,名,K,1,○,,○,○,○,○
95020,ふべん,不便,名,K,1,◎,,○,○,○,○
95030,ふべんきょう,不勉強,名・形動,K,,,,○,,,
95040,ふぼ,父母,名,K,2,○,,,○,○,
95050,ふぼかい,父母会,名,K,,,,,○,○,
95060,ふまえる,踏まえる,下一他,W,1,,,,,○,
95070,ふまじめ,不〈真面目〉,名・形動,H,2,,,○,,,
95080,ふまん,不満,名,K,2,○,,,○,○,○
95090,ふみきり,踏切,名,W,1,○,,,○,○,
95100,ふみきる,踏み切る,五自,W,1,,,,,○,
95110,ふみだい,踏み台,名,H,1,,,,○,○,
95120,ふみつぶす,踏み潰す,五他,W,1,,,,○,○,
95130,ふみはずす,踏み外す,五他,W,2,,,,○,○,
95140,ふみよ,〔固〕,名,K,,,,,,○,
95150,ふむ,踏む・△履む,五他,W,1,◎,,○,○,○,○
95160,ふめい,不明,名,K,3,○,,,,,
95170,ふめいよ,不名誉,名,K,2,,,○,,,
95180,ふもと,×麓,名,W,1,○,,,○,○,
95190,ふやける,,下一自,W,2,,,,○,○,
95200,ふやす,殖やす・増やす,五他,W,1,○,,○,○,○,○
95210,ふゆ,冬,名,W,1,◎,○,○,○,○,○
95220,ふゆかい,不愉快,名・形動,K,2,○,,○,,,○
95230,ふゆごもり,冬×篭もり,名・ス自,W,1,,,,○,○,
95240,ふゆねこ,冬猫,名,W,,,,,,○,
95250,ふゆやすみ,冬休み,名,W,1,○,,○,○,○,
95260,フライパン,←frying pan,名,G,2,○,,,○,○,
95270,ブラインド,blind,名,G,,,,,○,○,
95280,ブラウス,blouse,名,G,2,○,,○,○,○,
95290,ぶらく,部落,名,K,2,,,○,,,
95300,プラグ,plug,名,G,,,,○,,,○
95310,ぶらさがる,ぶら下がる,五自,W,1,,,○,○,○,○
95320,ぶらさげる,ぶら下げる,下一他,W,1,○,,,○,○,
95330,ブラシ,brush,名,G,1,,,○,○,○,
95340,ブラジル,Brazil,名,G,,,,,○,○,
95350,ふらす,降らす,五他,W,1,,,,,○,
95360,プラス,plus,名・ス他,G,3,○,,,,,
95370,プラスチック,←plastics,名,G,3,○,,,○,○,
95380,ブラスバンド,brass band,名,G,,,,,○,○,
95390,ぶらつく,,五自,W,2,,,,○,○,○
95400,フラッシュ,flash,名,G,3,,,,○,○,
95410,ブラッシュ,brush,名,G,,,,,,○,
95420,プラットホーム,platform,名,G,1,○,,,,,○
95430,プラネタリウム,planetarium,名,G,,,,,○,○,
95440,ふらふら,,副,W,1,○,,,○,○,
95450,ぶらぶら,,副・ス自,W,1,○,,○,○,○,○
95460,プラモデル,plamodel,名,G,,,,,○,○,
95470,プラン,plan,名,G,3,○,,,,,
95480,ぶらんこ,,名,W,,,,,○,○,○
95490,フランシス,〔人名〕,名,G,,,,,,○,
95500,フランス,France,名,G,2,○,,○,○,,
95510,フランスご,フランス語,名,H,3,○,,,,,
95520,フランソワ,〔人名〕,名,G,,,,,,○,
95530,ふり,降り,名,W,1,,,,,○,
95540,ふり,振り,名・接尾,W,1,○,,○,○,○,
95550,ふり,不利,名,K,2,○,,,,,
95560,ぶり,振り,接尾,W,2,○,,○,,,○
95570,ふりあげる,振り上げる,下一他,W,1,,,,○,○,
95580,ふりかえる,振り返る,五他,W,1,○,,○,,○,
95590,ふりかけ,振り掛け,名,W,,,,,○,○,
95600,ふりがな,振り《仮名》,名,W,2,○,,,○,○,
95610,ふりこ,振り子,名,W,1,,,,○,○,
95620,ふりだし,振り出し,名,W,1,,,,○,○,
95630,ふりつもる,降り積もる,五自,W,1,,,,,○,
95640,ふりはじめる,降り始める,下一自,W,,,,,,○,
95650,ぷりぷり,,副・ス自,W,2,,,,○,○,
95660,ふりまわす,振り回す,五他,W,1,,,,○,○,
95670,ふりむく,振り向く,五自,W,1,○,,○,○,○,
95680,ふりょう,不良,名,K,2,○,,○,,,○
95690,フリル,fril,名,G,,,,,○,○,
95700,プリン,←pudding,名,G,,,,,○,○,
95710,プリント,print,名・ス他,G,2,○,,○,○,○,○
95720,ふる,降る,五自,W,1,◎,,○,○,○,○
95730,ふる,振る,五他,W,1,◎,,○,○,○,○
95740,ぶる,,接尾,W,2,,,○,,,
95750,ふるい,古い・△旧い,形,W,1,◎,○,○,○,○,○
95760,ふるい,×篩,名,W,2,,,,○,○,
95770,ふるう,振るう・奮う・△揮う,五自他,W,2,,,,,○,
95780,フルーツパフェ,fruits parfai,名,G,,,,,○,○,
95790,ふるえ,震え,名,W,1,,,,,○,
95800,ふるえる,震える,下一自,W,1,○,,○,○,○,○
95810,ふるぎ,古着,名,W,2,,,,,,○
95820,ふるさと,古里・△故里・△故△郷,名,W,1,○,,○,,○,
95830,ブルドーザー,bulldozer,名,G,,,,,○,○,
95840,ぶるぶる,,副・ス自,W,1,○,,○,○,○,
95850,ふるほん,古本,名,H,1,,,,,○,○
95860,ふるまう,振舞う,五自他,W,2,○,,,,,
95870,ふるやのもり,〔おばけ名〕,名,H,,,,,,○,
95880,ふるわす,震わす,五他,W,1,,,○,,,
95890,ぶるん,,副,W,,,,,,○,
95900,ぶるんぶるん,,副,W,,,,,,○,
95910,ぶれい,無礼,名,K,2,○,,,,,
95920,ブレーキ,brake,名,G,1,○,,○,○,○,○
95930,フレーズ,phrase,名,G,,,,○,,,
95940,フレーフレー,,感,G,,,,,○,○,
95950,ブレーメン,Bremen,名,G,,,,,,○,
95960,プレゼント,present,名・ス他,G,3,○,,○,○,○,○
95970,フレデリック,〔ねずみ名〕,名,G,,,,,,○,
95980,ふれる,触れる,下一自他,W,2,○,,○,,,○
95990,ふろ,風×呂,名,K,1,◎,○,○,○,○,○
96000,プロ,←professional,名,G,3,○,,,,,
96010,ブローチ,brooch,名,G,3,,,,○,○,
96020,ふろく,付録・附録,名,K,1,○,,○,○,○,
96030,プログラム,program(me),名,G,1,○,,,○,○,
96040,ふろしき,風×呂敷,名,H,1,○,,○,○,○,○
96050,ブロック,block,名・ス他,G,3,,,,○,○,
96060,フロッピー,←floppy disk,名,G,,,,,,,○
96070,ふろば,風×呂場,名,H,1,○,,○,,,
96080,プロパンガス,propane gas,名,G,,,,,○,○,
96090,プロペラ,propeller,名,G,1,,,,○,○,
96100,プロレス,←pro wrestling,名,G,,,,,○,○,
96110,フロント,front,名,G,3,,,○,,,
96120,ふわおくさん,〔兎名〕,名,W,,,,,,○,
96130,ふわふわ,,副・ス自,W,1,○,,○,○,○,
96140,ふわふわさん,〔兎名〕,名,W,,,,,,○,
96150,ふわり,,副,W,1,,,○,,○,
96160,ふん,,感,W,1,,,○,,,
96170,ふん,分,名,K,1,◎,○,○,○,○,○
96180,ふん,×糞,名,K,1,,,○,○,○,
96190,ぶん,分,名,K,1,○,,○,,○,○
96200,ぶん,文,名,K,1,◎,,○,○,○,○
96210,ふんいき,雰囲気,名,K,3,○,,,,,○
96220,ふんか,噴火,名・ス自,K,2,○,,,○,○,
96230,ぶんか,文化,名,K,2,◎,,○,○,,○
96240,ぶんか,文科,名,K,3,○,,,,,
96250,ぶんか,分化,名・ス自,K,3,,,○,,,
96260,ふんがい,憤慨,名・ス自他,K,3,○,,,,,
96270,ぶんかい,分解,名・ス自他,K,2,○,,○,○,○,○
96280,ぶんがく,文学,名,K,2,◎,,○,○,,○
96290,ぶんかクラブ,文化クラブ,名,H,,,,,○,○,
96300,ぶんかざい,文化財,名,K,3,○,,,,,
96310,ぶんかつ,分割,名・ス他,K,3,,,○,,,
96320,ぶんかてき,文化的,形動,K,,,,○,,,
96330,ぶんぎょう,分業,名・ス他,K,2,,,○,,,
96340,ぶんげい,文芸,名,K,2,○,,,,,
96350,ぶんけん,文献,名,K,3,○,,,,,
96360,ぶんご,文語,名,K,3,○,,,,,
96370,ぶんさん,分散,名・ス自,K,3,,,○,,,
96380,ぶんし,分子,名,K,3,○,,○,,,
96390,ふんしつ,紛失,名・ス自他,K,3,○,,,,,
96400,ぶんしょ,文書,名,K,3,○,,,,,
96410,ぶんしょう,文章,名,K,1,◎,,○,○,○,○
96420,ふんすい,噴水,名,K,1,,,,○,○,
96430,ぶんすう,分数,名,K,2,○,,,,,○
96440,ぶんせき,分析,名・ス他,K,3,○,,,,,
96450,ぶんたい,文体,名,K,3,○,,○,,,○
96460,ぶんたん,分担,名・ス他,K,3,○,,,,,
96470,ぶんちょう,文鳥,名,K,,,,,○,○,
96480,ぷんと,,副,W,1,,,,○,○,
96490,ふんどう,分銅,名,K,2,,,○,,,
96500,ぶんぱい,分配,名・ス他,K,2,○,,,,,
96510,ふんばり,踏ん張り,名,W,1,,,,,○,
96520,ふんばる,踏ん張る,五自,W,1,,,○,,○,
96530,ぶんぷ,分布,名・ス自他,K,2,○,,○,,,
96540,ぶんぶん,,副・名,W,1,,,○,,○,
96550,ぷんぷん,,副・ス自,W,1,○,,○,○,○,
96560,ぶんぶんぶん,,副,W,,,,,,○,
96570,ぶんぼ,分母,名,K,2,○,,,,,
96580,ぶんぽう,文法,名,K,3,◎,,○,○,,○
96590,ぶんぼうぐ,文房具,名,K,2,○,,,○,○,
96600,ぶんぼうぐてん,文房具店,名,K,,,,,○,○,
96610,ぶんぼうぐや,文房具屋,名,H,,,,○,,,
96620,ふんまつ,粉末,名,K,3,,,○,,,
96630,ぶんみゃく,文脈,名,K,3,○,,,,,
96640,ぶんめい,文明,名,K,2,○,,○,○,,○
96650,ぶんや,分野,名,K,3,○,,○,,,○
96660,ぶんり,分離,名・ス自他,K,3,○,,○,,,○
96670,ぶんりょう,分量,名,K,2,○,,,,,
96680,ぶんるい,分類,名・ス他,K,2,○,,○,,,○
96690,ぶんれつ,分裂,名・ス自,K,3,○,,,,,
96700,へ,,格助,W,1,,,○,○,,○
96710,へ,×屁,名,W,1,,,,○,○,
96720,ヘアピン,hairpin,名,G,,,,,○,○,
96730,へい,兵,名,K,1,,,,,○,
96740,へい,塀,名,K,1,◎,,○,○,○,○
96750,へいか,陛下,名,K,1,,,,,○,
96760,へいかい,閉会,名・ス自他,K,2,○,,,,,
96770,へいき,平気,名,K,1,◎,,○,○,○,○
96780,へいき,兵器,名,K,2,○,,,,,
96790,へいきん,平均,名・ス自他,K,2,◎,,○,○,,○
96800,へいきんだい,平均台,名,K,2,,,,○,○,
96810,へいこう,平行,名・ス自,K,2,○,,○,,,○
96820,へいこう,並行・併行,名・ス自,K,2,○,,,,,
96830,へいこう,平衡,名,K,3,,,○,,,
96840,べいこく,米国,名,K,2,○,,○,○,,○
96850,へいじつ,平日,名,K,3,○,,,,,
96860,へいせい,平成,名,K,,,,,,,○
96870,へいぜい,平生,名,K,1,,,,,○,
96880,へいたい,兵隊,名,K,1,○,,○,○,○,○
96890,へいてん,閉店,名・ス自,K,3,,,,○,○,
96900,へいほう,平方,名・ス他,K,2,○,,○,,,○
96910,へいほうこん,平方根,名,K,3,,,,,,○
96920,へいぼん,平凡,名・形動,K,2,○,,,,,
96930,へいめん,平面,名,K,2,○,,○,,,
96940,へいや,平野,名,K,1,○,,○,○,○,○
96950,へいわ,平和,名・形動,K,2,◎,,○,○,○,○
96960,へえ,,感,W,1,,,○,,○,
96970,ページ,page,名,G,1,◎,○,○,○,○,○
96980,ペキン,△北△京,名,G,,,,,○,,
96990,ペケ,←〔マレー〕pergi,名,G,2,,,,,,○
97000,べこべこ,,副,W,,,,,○,○,
97010,ぺこぺこ,,形動・副・ス自,W,1,○,,,,○,
97020,へこます,△凹ます,五他,W,1,,,,,○,
97030,へこむ,△凹む,五自,W,1,,,,○,○,
97040,べし,△可し,助動,W,3,,,○,○,,○
97050,へそ,×臍,名,W,1,,,,○,○,
97060,へた,《下手》,名・形動,W,1,◎,○,○,○,○,○
97070,へたばる,,五自,W,1,,,,,○,
97080,べたべた,,副・ス自,W,1,,,,○,○,
97090,ぺたぺた,,副・ス自,W,1,,,,○,○,
97100,べたり,,副,W,1,,,,○,○,
97110,ぺちゃくちゃ,,副,W,,,,,○,○,
97120,べつ,別,名・形動・接尾,K,1,◎,,○,○,○,○
97130,ベッド,bed,名,G,1,◎,,○,○,○,
97140,ペット,pet,名,G,,,,,○,○,
97150,ヘッドホーン,headphone,名,G,,,,,○,○,
97160,べつべつ,別別,形動,K,1,○,,○,○,○,○
97170,ベテラン,veteran,名,G,3,○,,,,,
97180,ぺてん,,名,W,3,,,,,,○
97190,へとへと,,形動,W,1,,,,○,○,
97200,ペドロ,〔猫名〕,名,G,,,,,,○,
97210,べに,紅,名,W,1,,,,,○,
97220,へび,蛇,名,W,1,○,,○,○,○,○
97230,べべ,（幼児語，着物）,名,W,1,,,,,○,
97240,へや,《部屋》,名,W,1,◎,○,○,○,○,○
97250,へら,×箆,名,W,1,,,,○,○,
97260,へらす,減らす,五他,W,1,○,,○,○,○,○
97270,べらべら,,副,W,1,,,,○,○,
97280,ぺらぺら,,副・形動・ス自,W,1,○,,,○,○,
97290,ベランダ,veranda(h),名,G,2,,,○,○,○,
97300,へり,△縁,名,W,2,,,,○,○,
97310,ペリカン,pelican,名,G,,,,,○,○,
97320,ヘリコプター,helicopter,名,G,2,○,,,○,○,
97330,ヘリポート,heliport,名,G,,,,,○,○,
97340,へる,減る,五自,W,1,◎,,○,○,○,○
97350,へる,経る・△歴る,下一自,W,3,○,,○,,,
97360,ベル,bell,名,G,1,◎,,○,○,○,○
97370,ベルギー,Belgie,名,G,,,,,○,,
97380,ベルト,belt,名,G,2,○,,○,○,○,○
97390,ベルトコンベアー,belt conveyer,名,G,,,,,○,○,
97400,ヘルメット,helmet,名,G,3,,,,○,○,
97410,ベルリン,Berlin,名,G,,,,,○,,
97420,ペレ,〔人名〕,名,G,,,,,,○,
97430,ベレー,〔仏〕be´ret,名,G,1,,,,,○,
97440,ベレーぼう,ベレー帽,名,H,,,,,○,○,
97450,ペレス,〔ねずみ名〕,名,G,,,,,,○,
97460,ペレスねずみ,,名,H,,,,,,○,
97470,ヘレン･ケラー,Helen Keller,名,G,,,,,○,○,
97480,ベロ,〔犬名〕,名,G,,,,,,○,
97490,べろ,,名,W,,,,,○,○,
97500,ぺろぺろ,,副,W,1,,,,○,○,
97510,ぺろり,,副,W,1,,,,,○,
97520,ぺろりと,,副,W,,,,,○,○,
97530,へん,遍,接尾,K,1,○,,○,,○,
97540,へん,辺,名,K,1,◎,,○,○,○,○
97550,へん,偏,名,K,1,○,,○,,,○
97560,へん,変,名・形動,K,1,◎,,○,○,○,○
97570,べん,便,名,K,2,,,○,,,○
97580,ペン,pen,名,G,1,◎,○,○,○,○,
97590,へんか,変化,名・ス自,K,2,◎,,○,○,○,○
97600,ペンキ,←〔蘭〕pek,名,G,1,○,,○,○,○,○
97610,ペンキや,ペンキ屋,名,H,,,,,,○,
97620,べんきょう,勉強,名・ス自他,K,1,◎,○,○,○,○,○
97630,べんきょうどうぐ,勉強道具,名,K,,,,,○,○,
97640,ペンギン,penguin,名,G,1,,,,○,○,
97650,へんけい,変形,名・ス自他,K,2,,,○,,,
97660,へんけん,偏見,名,K,3,○,,,,,
97670,べんご,弁護,名・ス他,K,3,○,,,,,
97680,へんこう,変更,名・ス他,K,3,○,,○,,,○
97690,べんごし,弁護士,名,K,3,○,,○,,,
97700,へんさい,返済,名・ス他,K,3,○,,,,,
97710,へんざい,偏在,名,K,,,,○,,,
97720,へんじ,返事・返辞,名・ス自,K,1,◎,,○,○,○,○
97730,へんしゅう,編集・編×輯,名・ス他,K,2,◎,,○,○,,
97740,べんじょ,便所,名,K,1,◎,○,○,○,○,○
97750,べんしょう,弁償,名・ス他,K,3,,,○,○,○,
97760,へんそう,変装,名・ス自,K,2,,,,○,○,
97770,ベンチ,bench,名,G,1,,,,○,○,○
97780,ペンチ,←pinchers,名,G,2,○,,○,○,○,○
97790,へんてこ,,形動,W,1,,,○,,○,
97800,べんとう,弁当,名,K,1,◎,○,○,○,○,○
97810,べんり,便利,名,K,1,◎,,○,○,○,○
97820,ほ,穂,名,W,1,○,,○,○,○,
97830,ほ,帆,名,W,1,,,○,○,○,
97840,ほ,歩,名・接尾,K,2,○,,○,,,
97850,ほ,,感,W,,,,,,○,
97860,ぽい,,接尾,W,2,○,,,,,
97870,ほいくえん,保育園,名,K,,,,,○,○,○
97880,ほいくじょ,保育所,名,K,3,,,,○,○,
97890,ぼいん,母音,名,K,3,○,,○,,,
97900,ほう,,感,W,1,,,,,○,
97910,ほう,方,名,K,1,◎,,○,○,○,○
97920,ほう,法,名,K,2,○,,○,,,
97930,ぼう,帽,名,K,1,,,,,○,
97940,ぼう,棒,名,K,1,◎,,○,○,○,○
97950,ぼう,坊,名・接尾,K,1,,,,,○,
97960,ぼうえい,防衛,名・ス他,K,3,○,,,,,
97970,ぼうえき,貿易,名・ス自,K,2,◎,,○,○,,○
97980,ぼうえんきょう,望遠鏡,名,K,1,,,,○,○,
97990,ぼうか,防火,名,K,2,○,,,○,○,
98000,ほうかい,崩壊・崩×潰,名・ス自,K,3,○,,○,,,
98010,ぼうがい,妨害・妨×碍,名・ス他,K,3,○,,,,,
98020,ほうがく,方角,名,K,1,,,○,○,○,
98030,ほうかご,放課後,名,K,2,,,,○,○,
98040,ほうき,×箒,名,W,1,○,,○,○,○,○
98050,ほうき,放棄・×抛棄,名・ス他,K,3,○,,,,,
98060,ほうきぼし,×箒星,名,W,2,,,,○,○,
98070,ほうけん,封建,名,K,3,○,,,,,
98080,ほうげん,方言,名,K,2,○,,,,,○
98090,ぼうけん,冒険,名・ス自,K,1,○,,○,○,○,
98100,ほうこう,方向,名,K,2,◎,,○,○,○,○
98110,ほうこく,報告,名・ス他,K,2,◎,,○,○,,○
98120,ぼうさいくんれん,防災訓練,名,K,,,,,○,○,
98130,ぼうさいずきん,防災頭×巾,名,K,,,,,○,○,
98140,ほうさく,豊作,名,K,2,○,,,○,○,
98150,ぼうさん,坊さん,名,H,1,○,,○,,○,○
98160,ほうし,胞子,名,K,2,,,○,,,
98170,ほうし,奉仕,名・ス自,K,2,○,,,○,○,
98180,ぼうし,帽子,名,K,1,◎,○,○,○,○,○
98190,ぼうし,防止,名・ス他,K,3,○,,,,,○
98200,ほうしゃ,放射,名・ス他,K,3,,,○,,,
98210,ほうしゅう,報酬,名,K,3,○,,,,,
98220,ほうしゅつ,放出,名・ス他,K,3,,,○,,,
98230,ほうじる,報じる,上一他,H,2,○,,,,,
98240,ほうしん,方針,名,K,2,◎,,○,○,,○
98250,ぼうず,坊主,名,K,1,,,○,,○,
98260,ぼうずあたま,坊主頭,名,H,,,,,○,○,
98270,ほうせき,宝石,名,K,1,○,,○,○,○,
98280,ぼうせき,紡績,名,K,2,○,,○,,,○
98290,ほうそう,放送,名・ス他,K,1,◎,,○,○,○,○
98300,ほうそう,包装,名・ス他,K,3,,,○,,,○
98310,ほうそうきょく,放送局,名,K,1,,,○,,,
98320,ほうそうし,包装紙,名,K,,,,,○,○,
98330,ほうそく,法則,名,K,2,◎,,○,○,,○
98340,ほうたい,包帯・×繃帯,名,K,1,○,,○,○,○,○
98350,ほうだい,放題,名・形動,K,2,,,○,,,
98360,ほうち,放置,名・ス他,K,3,,,○,,,
98370,ほうちょう,包丁・×庖丁,名,K,1,○,,○,○,○,○
98380,ぼうちょう,膨張・膨脹,名・ス自,K,3,○,,○,,,
98390,ほうでん,放電,名・ス自,K,3,,,○,,,
98400,ほうどう,報道,名・ス他,K,2,○,,○,,,
98410,ほうねん,豊年,名,K,1,,,,,○,
98420,ほうび,褒美,名,K,1,,,○,,○,○
98430,ほうふ,豊富,形動,K,2,○,,,,,○
98440,ぼうふうりん,防風林,名,K,2,,,,○,○,
98450,ほうほう,方法,名,K,1,◎,,○,○,○,○
98460,ほうぼう,方方,名,K,1,◎,,○,○,○,
98470,ほうむ,法務,名,K,2,○,,,,,
98480,ほうめん,方面,名,K,2,◎,,○,○,,
98490,ほうもん,訪問,名・ス他,K,2,◎,,○,○,,○
98500,ぼうや,坊や,名,H,1,,,,,○,○
98510,ほうら,,感,W,,,,,,○,
98520,ほうりこむ,△放り込む・×抛り込む,五他,W,1,,,,○,○,
98530,ほうりつ,法律,名,K,2,◎,,○,○,,○
98540,ほうりつか,法律家,名,K,,,,○,,,
98550,ぼうりょく,暴力,名,K,2,○,,,,,○
98560,ぼうりょくだん,暴力団,名,K,,,,,,,○
98570,ほうる,△放る・×抛る,五他,W,1,○,,○,○,○,
98580,ほうれんそう,×菠×薐草,名,K,1,○,,,,,
98590,ほうわ,飽和,名・ス自,K,3,,,○,,,
98600,ほえたてる,吠え立てる,下一自,W,1,,,,,○,
98610,ほえる,×吠える・×吼える,下一自,W,1,○,,○,○,○,
98620,ほお,×頬,名,W,1,,,○,○,○,○
98630,ボーイ,boy,名,G,2,○,,,,,
98640,ボーイフレンド,boy friend,名,G,,,,○,○,○,
98650,ぼおう,,副,W,,,,,,○,
98660,ほおかぶり,×頬△被り,名,W,1,,,,○,○,
98670,ホース,〔蘭〕hoos,名,G,1,,,,○,○,
98680,ポーズ,pose,名,G,3,,,,○,○,
98690,ほおずり,×頬擦り,名,W,1,,,,○,○,
98700,ポータブル,portable,名,G,3,,,,○,○,
98710,ほおっ,,感,W,,,,,,○,
98720,ぽーっ,,副,W,,,,,,○,
98730,ほおづえ,×頬×杖,名,W,2,,,,○,○,
98740,ボート,boat,名,G,1,○,,○,○,○,○
98750,ポートボール,,名,G,,,,,○,○,
98760,ボーナス,bonus,名,G,3,○,,○,,,○
98770,ほおばる,×頬張る,五他,W,1,,,,○,○,
98780,ほおぶくろ,頬袋,名,W,,,,,,○,
98790,ほおべた,頬べた,名,W,,,,,,○,
98800,ホーム,home,名,G,3,○,,,,,○
98810,ホームラン,〔米〕home run,名,G,2,,,,○,○,
98820,ホール,hall,名,G,2,,,,○,○,
98830,ボール,ball,名,G,1,○,,○,○,○,○
98840,ポール,pole,名,G,,,,,○,○,
98850,ボールがみ,ボール紙,名,H,1,,,○,,○,○
98860,ボールペン,←ball-point pen,名,G,1,◎,,○,○,○,○
98870,ぼーん,,副,W,,,,,,○,
98880,ほか,外・△他,名・係助,W,1,◎,,○,○,○,○
98890,ぼかす,×暈す,五他,W,2,,,,○,○,
98900,ほかほか,,副・ス自,W,1,,,,○,○,
98910,ぽかぽか,,副,W,1,,,,○,○,
98920,ほがらか,朗らか,形動,W,1,○,,○,○,○,○
98930,ぽかり,,副,W,1,,,,○,○,
98940,ほかん,保管,名・ス他,K,3,○,,○,,,○
98950,ぽきぽき,,副,W,1,,,,○,○,
98960,ぽきん,,副,W,1,,,,○,○,
98970,ぼく,僕,名・代,K,1,◎,○,○,○,○,○
98980,ぼくしさん,牧師さん,名,H,,,,,○,○,
98990,ぼくじょう,牧場,名,K,2,○,,,○,○,
99000,ボクシング,boxing,名,G,3,,,,○,○,
99010,ぼくそう,牧草,名,K,3,,,○,,,
99020,ぼくちく,牧畜,名,K,2,○,,○,,,
99030,ほくぶ,北部,名,K,2,,,○,,,
99040,ぼくら,僕等,代,H,,,,,○,○,
99050,ほくりく,北陸,名,K,3,○,,,,,
99060,ほくろ,〈黒子〉,名,W,1,,,,○,○,
99070,ポケット,pocket,名,G,1,◎,○,○,○,○,○
99080,ほけん,保健,名,K,2,○,,,,,
99090,ほけん,保険,名,K,2,○,,○,,,○
99100,ほけんしつ,保健室,名,K,,,,,○,○,
99110,ほけんじょ,保健所,名,K,3,,,,○,○,
99120,ほご,保護,名・ス他,K,2,○,,○,,,○
99130,ほこうしゃ,歩行者,名,K,,,,,○,○,
99140,ほこうしゃてんごく,歩行者天国,名,K,,,,,○,○,
99150,ほこり,×埃,名,W,1,◎,,○,○,○,○
99160,ほこり,誇り,名,W,2,○,,○,,,○
99170,ほこる,誇る,五自,W,2,○,,○,,,
99180,ほころび,×綻び,名,W,1,,,,○,○,
99190,ほころびる,×綻びる,上一自,W,1,,,○,○,○,
